source,listing_url,agent_name,agency_name,phone,email,listing_title,property_type,location,search_query,google_rating
google_maps,https://www.harbordubai.com/,,Harbor Real Estate Broker LLC,+971 4 325 1616,info@harbordubai.com,,agency,18th Floor Office#1803 - City Tower - 2 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,property management company Dubai,4.7
google_maps,http://www.whitesand.ae/,,White Sand Real Estate Management LLC,+971 4 232 8210,,,agency,"Manama street Office No. 0355, First Floor Block C Souk Al-Warsan Dubai - ورسان الأولى - مدينة دبي العالمية - دبي - United Arab Emirates",property management company Dubai,3.6
google_maps,http://hausandhaus.com/?utm_source=gmb&utm_medium=organic&utm_campaign=haus-gmb,,haus & haus Group,+971 4 302 5800,,,agency,"Office 01, Building No 7, Gold & Diamond Park - Sheikh Zayed Rd - Al Qouz Ind.third - Al Quoz - Dubai - United Arab Emirates",property management company Dubai,4.8
google_maps,https://www.shosty.com/,,Shosty Short Term Rental,+971 52 657 9588,earnmore@shosty.com,,agency,Al Shafar Tower 1 - Unit 1103 - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,property management company Dubai,4.8
google_maps,http://www.hamptons.ae/en/,,Hamptons International,+971 4 366 1662,enquiries@hamptons.ae,,agency,"First Floor, Building 3 Emaar Business Park - Sheikh Zayed Rd - Al Thanyah Third - Dubai - United Arab Emirates",property management company Dubai,4.6
google_maps,https://www.drivenproperties.com/,,Driven Properties LLC - HQ,+971 4 245 4800,,,agency,Emaar Square Building #3 - 1st Floor - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,property management company Dubai,4.5
google_maps,https://www.vonderdubai.com/,,"Vonder Dubai, Holiday Homes BNB Management",+971 50 722 3417,,,agency,city walk building 8 - الوصل - دبي - United Arab Emirates,property management company Dubai,4.7
google_maps,https://mypropertymanager.ae/,,My Property Manager,+971 50 477 3746,info@mypropertymanager.ae,,agency,14th floor 1406 - Clover Bay Tower - الخليج التجاري - دبي - United Arab Emirates,property management company Dubai,4
google_maps,https://www.sevencentury.com/,,Seven Century Real Estate Brokers L.L.C,+971 4 452 0077,,,agency,Almanara Tower - 1607 16th floor - Marasi Dr - Business Bay - Dubai - United Arab Emirates,property management company Dubai,4.2
google_maps,http://www.banke.ae/,,Banke International Properties - Dubai (Head Office),+971 800 22653,,,agency,Emarat Atrium Building - Sheikh Zayed Rd - Al Wasl - Dubai - United Arab Emirates,property management company Dubai,4.3
google_maps,https://www.thetreehousere.com/,,Tree House Real Estate Dubai,+971 4 554 8022,info@thetreehousere.com,,agency,"Silver tower ,office no.2608 - مراسي درايف - الخليج التجاري - دبي - United Arab Emirates",property management company Dubai,4.7
google_maps,https://www.daifyhomes.com/,,DAIFY Holiday Homes Short Term Rental Management,+971 58 588 2690,stay@daifyhomes.com,,agency,Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,property management company Dubai,4.8
google_maps,https://www.nextlevelrealestate.ae/?utm_source=google&utm_medium=organic&utm_campaign=googlge_my_business,,Next Level Real Estate - Award Winning Real Estate Agency in Dubai,+971 4 454 2828,media@nextlevelrealestate.ae,,agency,1505 - Opal Tower - بوليفارد برج خليفة - الخليج التجاري - دبي - United Arab Emirates,property management company Dubai,4.5
google_maps,https://www.brdrealestate.com/,,BRD International Real Estate LLC (Luxury Dubai Homes),+971 50 534 2719,,,agency,A A Tower - 5704 - 57th Floor Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,property management company Dubai,5
google_maps,http://www.yourkey.ae/,,Your Key Property Management - Dubai Branch,+971 50 669 2770,main@yourkey.ae,,agency,"floor 35, Al Saqr Business Tower - office#17 Sheikh Zayed Rd - Trade Center Second - DIFC - Dubai - United Arab Emirates",property management company Dubai,4.8
google_maps,https://sapphiresands.ae/,,Sapphire Sands - Real Estate Company in Dubai - Commercial Real Estate in Dubai - Property Developers in Dubai,+971 50 910 6015,,,agency,"5th Floor, Clover Bay Tower - Office 508 - Marasi Dr - Business Bay - Dubai - United Arab Emirates",property management company Dubai,5
google_maps,http://www.aspinip.com/,,Aspin International Properties L.L.C,+971 4 330 5570,,,agency,"Trade Center, Aspin Commercial Tower - 106 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates",property management company Dubai,4.9
google_maps,https://www.propertyshoma.com/?utm_source=dubai&utm_medium=local&utm_campaign=localbusiness,,Propertyshoma Real Estate LLC,+971 50 955 2623,info@propertyshoma.com,,agency,"office 1609, The Prism Tower - Al Mustaqbal St - Business Bay - Dubai - United Arab Emirates",property management company Dubai,4.9
google_maps,http://rakbmcs.com/,,RAK Building Maintenance,+971 4 884 7015,,,agency,Dubai - Trade Center Second - Dubai - United Arab Emirates,property management company Dubai,4.3
google_maps,https://www.cushwake.ae/?utm_source=google&utm_medium=organic&utm_campaign=gmb_uberall_UAE002,,Cushman & Wakefield Core,+971 4 245 2100,info@cushwake.ae,,agency,"Emaar Sqaure - Ground Floor, Building 6 - برج خليفة - وسط مدينة دبي - دبي - United Arab Emirates",property management company Dubai,4
google_maps,https://arabzoneproperties.ae/,,Arabzone Properties,+971 4 252 2811,info@arabzoneproperties.ae,,agency,Sobha Ivory Tower II - Office No. 1002 - Al Asayel St - Business Bay - Dubai - United Arab Emirates,property management company Dubai,4.8
google_maps,https://expertproperties.com/,,Expert Properties,+971 4 495 0100,info@expertproperties.com,,agency,Grosvenor Tower - 9th Floor - Marasi Dr - Business Bay - Dubai - United Arab Emirates,property management company Dubai,4.5
google_maps,https://yourplace.ae/,,YP - Your Place Real Estate,+971 4 368 2168,info@yourplace.ae,,agency,Empire Heights Tower B - Office 06 - Level 10 - الخليج التجاري - دبي - United Arab Emirates,property management company Dubai,3.6
google_maps,https://www.11prop.com/,,"11Prop - Off-Plan Properties in Dubai, Apartments, Villas and Townhouses",+971 56 572 8049,info@11prop.com,,agency,20th Floor - Prime Tower - Burj Khalifa St - الخليج التجاري - دبي - United Arab Emirates,property management company Dubai,5
google_maps,https://qattali.com/,,Mohammad Qattali | Dubai Property Consultant | Investment Specialist - مشاور املاک دبی سيد محمد قتالى,+971 52 531 1111,maahla.safaeii@gmail.com,,agency,The Tower Plaza Hotel - Office 1903 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,property management company Dubai,5
google_maps,https://westminsterholidays.com/,,Westminster Holiday Homes Rental L.L.C.,+971 54 405 3335,inquiry@westminsterholidays.com,,agency,"Blue Bay Tower - Office 705, 706 - 707 7th floor - Business Bay - Dubai - United Arab Emirates",property management company Dubai,4.1
google_maps,https://nestwoodrealty.com/,,Nestwood Realty Real Estate LLC | Dubai,+971 4 334 4081,,,agency,Business bay Opal Tower #1803 - الخليج التجاري - دبي - United Arab Emirates,property management company Dubai,4.7
google_maps,https://magusproperties.ae/,,Magus Real Estate Brokers LLC,+971 4 303 9700,,,agency,Emaar Square - Downtown Office 6C - Standard Chartered Tower - برج خليفة - وسط مدينة دبي - دبي - United Arab Emirates,property management company Dubai,4.9
google_maps,https://www.edgerealty.ae/,,Edge Realty Real Estate,+971 4 388 1856,,,agency,Showroom#4 Aswar Building - Sheikh Zayed Rd - Al Wasl - Dubai - United Arab Emirates,property management company Dubai,4.3
google_maps,https://nsr.ae/,,N S R Real Estate,+971 4 368 0888,,,agency,"office 413, The Metropolis Tower - Marasi Dr - Business Bay - Dubai - United Arab Emirates",property management company Dubai,4.6
google_maps,https://iwaproperties.com/,,iWA Properties LLC,+971 4 272 7777,,,agency,Al Moosa Tower 2 - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,property management company Dubai,4.7
google_maps,https://www.colliers.com/,,Colliers - Rolex Tower,+971 800 36554377,,,agency,3rd Floor - Rolex Tower - Sheikh Zayed Rd - Trade Center Second - DIFC - Dubai - United Arab Emirates,property management company Dubai,2.7
google_maps,https://equitydxb.com/,,Equity DXB Real Estate,+971 4 553 5095,info@equitydxb.com,,agency,"Office 1902, Floor 19, Boulevard Plaza Tower 2 - برج خليفة - وسط مدينة دبي - دبي - United Arab Emirates",property management company Dubai,4.8
google_maps,https://www.vlakar.ae/,,VLAKAR Real Estate LLC,+971 4 444 9463,,,agency,Sheikh Mohammed bin Rashid Blvd - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,property management company Dubai,5
google_maps,http://keysplease.ae/,,Keys Please Holiday Homes Rental Dubai,+971 52 811 6111,info@keysplease.ae,,agency,Tamani Arts - 533 - شارع الأصايل - الخليج التجاري - دبي - United Arab Emirates,property management company Dubai,4.2
google_maps,http://www.shre.ae/,,"Stone House Real Estate, Dubai",+971 56 843 8666,info@shre.ae,,agency,"Tower, The Citadel - 1110 - Business Bay - Dubai - United Arab Emirates",property management company Dubai,4.2
google_maps,https://www.chariothomesdubai.com/,,Chariot Homes Real Estate Dubai,+971 4 552 7020,info@chariothomesdubai.com,,agency,2F-A-2 - Empire Heights Tower B - A - الخليج التجاري - دبي - United Arab Emirates,property management company Dubai,4.7
google_maps,http://www.loamrealestate.com/,,Loam Real Estate - Best Real Estate Agency in Dubai,+971 4 576 2722,info@loamrealestate.com,,agency,"88 Sheikh Zayed Rd -Trade center- Trade Centre 1 - Dubai Al Hawai Tower,First Floor - Metro Exit No:2 - Office No:105 - Financial Ctr St - Trade Center First - Dubai - United Arab Emirates",property management company Dubai,4.4
google_maps,https://azcorealestate.ae/,,Azco Real Estate Brokers LLC - Business Bay Branch,+971 58 648 4495,,,agency,25th floor - Business Bay Office# 2502 - الخليج التجاري - دبي - United Arab Emirates,property management company Dubai,4.4
google_maps,https://salimestate.com/,,"Salim Real Estate-Buy,Sell,Rent a Property Monthly in Dubai | Real Estate Companies in Dubai |Holiday Home Airbnb in Dubai",+971 58 145 2122,,,agency,Dubai - Al Wasl - Dubai - United Arab Emirates,property management company Dubai,4.7
google_maps,https://www.jll.com/en-ae/locations/dubai,,JLL Dubai Real Estate,+971 4 426 6999,james.allan@jll.com,,agency,"ICD Brookfield Place, Dubai International Financial Centre (DIFC Unit 1, Level 13 - زعبيل الثانية - DIFC - دبي - United Arab Emirates",property management company Dubai,4.2
google_maps,https://sevenluxuryrealestate.com/home-2/,,Seven Luxury Real Estate,+971 4 421 7770,info@sevenluxuryrealestate.com,,agency,Boulevard Plaza Tower 1 Office 2003 - برج خليفة - وسط مدينة دبي - دبي - United Arab Emirates,property management company Dubai,4.2
google_maps,http://www.impera.ae/,,Impera Properties,+971 55 230 2309,,,agency,Boulevard Plaza Tower 1 - Level 3 office 22 - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,property management company Dubai,5
google_maps,https://www.azgard.ae/,,Azgard Real Estate,+971 52 102 1257,,,agency,Aspin Commercial Tower - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,property management company Dubai,4.9
google_maps,https://www.colivinglegends.com/,,Co-Living Legends Dubai,+971 58 538 7737,hello@colivinglegends.com,,agency,Sheikh Zayed Rd - Trade Center Second - DIFC - Dubai - United Arab Emirates,property management company Dubai,4.7
google_maps,https://azcorealestate.ae/,,Azco Real Estate Brokers LLC - Dubai (Head Office),+971 4 558 7741,,,agency,Vision Tower - 22nd - Business Bay - Dubai - United Arab Emirates,property management company Dubai,3.9
google_maps,,,"SYMBOL Real Estate Agency Dubai | Investment, Sale, Rent | Агентство Недвижимости Дубай",+971 4 227 9681,,,agency,The Prism - 2009 - Business Bay - Dubai - United Arab Emirates,property management company Dubai,3.3
google_maps,https://dandbdubai.com/,,D&B Properties,+971 4 871 9200,inquiry@dandbdubai.com,,agency,13th floor - Blue Bay Tower - الخليج التجاري - دبي - United Arab Emirates,real estate letting agency Dubai,4.9
google_maps,https://www.arabianestates.ae/?utm_source=localmaps&utm_medium=google,,Arabian Estates - Real Estate Agency Dubai,+971 4 324 3137,,,agency,"Floor M, Golden Mile 2 - Office 21 - Palm Jumeirah - Dubai - United Arab Emirates",real estate letting agency Dubai,4.8
google_maps,https://www.elitepropertydxb.com/,,ELITE Property Brokerage,+971 4 770 1087,,,agency,Onyx Tower - 1 Sheikh Zayed Rd - Al Thanyah Third - Dubai - United Arab Emirates,real estate letting agency Dubai,4.9
google_maps,https://www.househuntersdubai.com/,,House Hunters Real Estate Brokers LLC,+971 4 452 2007,,,agency,F-01 Union Coop Mall Motor City Shk - شارع الشيخ محمد بن زايد - الحبيه الأولى - دبي موتور سيتي - دبي - United Arab Emirates,real estate letting agency Dubai,4.8
google_maps,https://www.dacha.ae/contact/real-estate-agents-in-dubai-marina/,,Dacha Real Estate,+971 4 423 2006,info@dacha.ae,,agency,"& 2404, Marina Plaza - Office 2101 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates",real estate letting agency Dubai,4.8
google_maps,https://www.providentestate.com/,,Provident Real Estate,+971 4 323 3609,,,agency,Marina Plaza - 1802 Al Marsa St - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates,real estate letting agency Dubai,4.6
google_maps,https://www.aaronz.co/,,Aaronz & Co. Real Estate Services,+971 4 584 9243,info@aaronz.co,,agency,Marina Plaza - 3402 - The Palm Jumeirah - Dubai Marina - Dubai - United Arab Emirates,real estate letting agency Dubai,4.9
google_maps,http://www.stradauae.com/,,Strada Real Estate Brokerage,+971 4 547 6400,flags@2x.png,,agency,Park Heights Square 2 Dubai Hills Estate - Office 202 - Hadaeq Sheikh Mohammed Bin Rashid - Dubai - United Arab Emirates,real estate letting agency Dubai,4.7
google_maps,https://homes4life.ae/,,Homes 4 Life Real Estate - Town Square Dubai Office,+971 56 818 8620,,,agency,Dubai - Al Yalayis 2 - Dubai - United Arab Emirates,real estate letting agency Dubai,4.8
google_maps,https://uniqueproperties.ae/en/,,Unique Properties,+971 4 455 8888,info@uniqueproperties.ae,,agency,"Tower, The Bay Gate - 31st Floor - Business Bay - Dubai - United Arab Emirates",real estate letting agency Dubai,4.7
google_maps,https://www.exclusive-links.com/?utm_source=localmaps&utm_medium=gbp&utm_campaign=Dubai&utm_term=listing,,Exclusive Links Real Estate Brokers Dubai,+971 4 399 4937,property@exclusie-links.com,,agency,"Galadari Building, B17 - Office 202 - Me'aisem First - Dubai Production City - Dubai - United Arab Emirates",real estate letting agency Dubai,4.8
google_maps,https://www.lindas.ae/,,Linda's Real Estate,+971 800 546327,hello@lindas.ae,,agency,CONTROL TOWER - 33rd Floor - Al Hebiah First - Dubai Motor City - Dubai - United Arab Emirates,real estate letting agency Dubai,4.9
google_maps,https://alayanrealestate.ae/,,Al Ayan Real Estate Broker LLC,+971 55 303 0652,hello@nexteuv.com,,agency,S04 Building - Al Ayan Real Estate Broker - Shop 05 - ورسان الأولى - Spain Cluster - دبي - United Arab Emirates,real estate letting agency Dubai,4.8
google_maps,http://www.therealtordubai.com/,,TheRealtorDubai Real Estate Brokerage LLC,+971 55 195 2518,info@therealtordubai.com,,agency,Sheikh Zayed Road - Aspin Commercial Tower - 2nd floor - المركز التجاري الأولي - دبي - United Arab Emirates,real estate letting agency Dubai,5
google_maps,https://xsite.ae/,,XSITE REAL ESTATE BROKERS,+971 4 368 7000,,,agency,"B1204 & B202, Prime Business Centre - Al Barsha South Fourth - Jumeirah Village Circle - Dubai - United Arab Emirates",real estate letting agency Dubai,4.8
google_maps,https://www.espace.ae/,,Espace,+971 4 306 9999,,,agency,"Dubai Marina, Marina Plaza Office numbers 2702 & 2703 - Marsa Dubai - Dubai Marina - Dubai - United Arab Emirates",real estate letting agency Dubai,4.7
google_maps,https://impressiverealestate.net/,,Impressive Real Estate LLC,+971 50 746 5012,info@impressiverealestate.net,,agency,"Office # 963, The Burjuman Business Tower - المنخول - دبي - United Arab Emirates",real estate letting agency Dubai,4.9
google_maps,https://directproperties.ae/,,Direct Properties,+971 4 591 1822,info@directproperties.ae,,agency,"68FH+MF9 Noor Al Safa Building, City Tower - Shop 03 - Al Jadaf - Dubai - United Arab Emirates",real estate letting agency Dubai,4.9
google_maps,https://www.alhprops.com/,,ALH Properties,+971 4 570 1303,,,agency,"Marina Plaza, Office 3206 - مرسى دبي - دبي مارينا - دبي - United Arab Emirates",real estate letting agency Dubai,4.7
google_maps,https://luxfoliorealestate.ae/,,Luxfolio Real Estate,+971 4 335 6007,flags@2x.png,,agency,"G-024, Building 5 Gold & Diamond Park - القوز الصناعية الثالثة - القوز - دبي - United Arab Emirates",real estate letting agency Dubai,4.6
google_maps,http://jadeandco.com/,,Jade & Co Real Estate,+971 4 299 8866,,,agency,"Onyx Tower 1, Office 610 - الثنيه الثالثة - The Greens - دبي - United Arab Emirates",real estate letting agency Dubai,4.9
google_maps,,,K Estates Dubai,+971 4 529 9724,,,agency,"Dubai Hills, Park Heights Square 1 Office 402 - حدائق الشيخ محمد بن راشد - دبي - United Arab Emirates",real estate letting agency Dubai,4.9
google_maps,https://timehomesrealestate.com/,,Time Homes Real Estate,+971 56 448 4762,info@timehomesrealestate.com,,agency,"Office #517, 5th Floor - Al Attar Business Center - البرشاء الأولى - البرشاء - دبي - United Arab Emirates",real estate letting agency Dubai,4.7
google_maps,https://patriot.ae/,,Patriot Real Estate,+971 55 343 6763,info@patriot.ae,,agency,Office No. 1401 - Damac Executive Heights - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,real estate letting agency Dubai,4.7
google_maps,http://www.kayeandco.ae/,,KAYE & CO REAL ESTATE L.L.C.,+971 4 583 0001,,,agency,Burlington Tower - 2410 - Business Bay - Dubai - United Arab Emirates,real estate letting agency Dubai,4.7
google_maps,https://www.homeland.ae/,,Homeland Realty Real Estate,+971 55 661 0000,info@homeland.ae,,agency,"Office 220 - Building, The Iridium - البرشاء الأولى - البرشاء - دبي - United Arab Emirates",real estate letting agency Dubai,4.9
google_maps,https://christiesrealestatedubai.com/,,Christie’s International Real Estate Dubai,+971 4 425 2780,info@christiesrealestatedubai.com,,agency,"P03 - Bay Square 2, Business Bay, Dubai - UAE - الخليج التجاري - Bay Square - دبي - United Arab Emirates",real estate letting agency Dubai,4.7
google_maps,http://www.districtuae.com/,,District Real Estate,+971 4 880 0373,,,agency,Prime Tower - 1512 - Business Bay - Dubai - United Arab Emirates,real estate letting agency Dubai,4.8
google_maps,https://www.luxliving.ae/,,Luxliving Real Estate L.L.C,+971 4 572 2929,neelam@luxliving.ae,,agency,201 Stadium Point - الحبيه الرابعة - مدينة دبي الرياضية - دبي - United Arab Emirates,real estate letting agency Dubai,4.8
google_maps,https://keltandcorealty.com/,,Kelt&co Realty - Real Estate Agency in Dubai,+971 52 692 1802,,,agency,TAMANI ARTS OFFICES - 17th Floor - Office No -1741 - شارع الأصايل - الخليج التجاري - دبي - United Arab Emirates,real estate letting agency Dubai,5
google_maps,http://alammanproperties.com/,,Al Amman Properties,+971 56 919 2376,,,agency,Shop 6 - Building S 04 - ورسان الأولى - Spain Cluster - دبي - United Arab Emirates,real estate letting agency Dubai,4.9
google_maps,https://ushre.com/,,Union Square House Real Estate,+971 4 458 9090,info@ushre.com,,agency,Office 202 - Building 6 - الخليج التجاري - Bay Square - دبي - United Arab Emirates,real estate letting agency Dubai,4.8
google_maps,https://excelproperties.ae/,,Excel Properties | Top Real Estate Broker in Dubai since 2001,+971 4 336 4447,,,agency,6 Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,real estate letting agency Dubai,4.7
google_maps,https://hsproperty.ae/,,H&S Real Estate,+971 4 345 4888,info@hsproperty.ae,,agency,"Grey Square, Showroom 2, Umm Suqeim Road, Al Barsha 2 - البرشاء الثانية - البرشاء - دبي - United Arab Emirates",real estate letting agency Dubai,4.5
google_maps,http://www.almirath.ae/,,Al Mirath Real Estates,+971 4 546 9777,info@almirath.ae,,agency,"Unit 228, Matloob Building, B Block - شارع الشيخ زايد - الصفا 1 - الصفا - دبي - United Arab Emirates",real estate letting agency Dubai,4.7
google_maps,https://www.pedxb.com/,,Properties Exchange Real Estate,+971 4 330 3114,info@pedxb.com,,agency,"Office 1107, 1601, 1704 - Damac Executive Heights - الثنيه الأولى - Barsha Heights - دبي - United Arab Emirates",real estate letting agency Dubai,4.8
google_maps,http://www.rootsland.com/,,Roots Land Real Estate,+971 4 329 8333,inq@rootsland.com,,agency,"Office 815, Blue Bay Tower - Marasi Dr - Business Bay - Dubai - United Arab Emirates",real estate letting agency Dubai,4.7
google_maps,https://pinhomes.ae/,,Pin Homes Real Estate LLC,+971 58 529 3432,admin@pinhomes.ae,,agency,Al Ameri Tower - Office Number 2208 - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,real estate letting agency Dubai,4.9
google_maps,https://www.emireumproperties.com/en,,Emireum Properties | Real estate agency in dubai,+971 4 410 7429,info@emireumproperties.com,,agency,"Suite A406 - Burj Khalifa District, The Opus By Omniyat - الخليج التجاري - دبي - United Arab Emirates",real estate letting agency Dubai,4.8
google_maps,https://engelvoelkers.com/ae/en,,Engel & Völkers Dubai,+971 4 499 0505,contact@engelvoelkers.com,,agency,"Engel & Völkers Building, Al Khail Plaza - 7th Floor - Al Barsha South Fifth - Jumeirah Village Triangle - Dubai - United Arab Emirates",real estate letting agency Dubai,5
google_maps,https://www.realchoicedubai.com/,,Real Choice Real Estate Brokers LLC,+971 4 358 8070,,,agency,API World Tower - Office number 401 - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates,real estate letting agency Dubai,4.7
google_maps,https://themegahub.in/,,Smart Folks Real Estate Brokers,+971 55 282 8039,,,agency,"Bur Dubai 18 years real estate experience Victor - Burjuman center, The Business centre - الحمرية - دبي - United Arab Emirates",real estate letting agency Dubai,4.8
google_maps,https://www.huaxia.ae/?utm_source=local_maps&utm_medium=gbp&utm_campaign=googlemaps,,HUAXIA REAL ESTATE BROKERS - DUBAI | 迪拜华夏地产,+971 4 589 7440,info@huaxia.ae,,agency,Park Heights Square 2 Dubai Hills Estate - Office 504 - Hadaeq Sheikh Mohammed Bin Rashid - Dubai - United Arab Emirates,real estate letting agency Dubai,4.5
google_maps,https://nexusproperties.ae/,,Nexus Properties,+971 4 569 3670,sarra@nexusproperties.ae,,agency,"Dubai Hills Estate, Park Heights Square 2 - Suite 404, 4th Floor - Hadaeq Sheikh Mohammed Bin Rashid - Dubai - United Arab Emirates",real estate letting agency Dubai,4.9
google_maps,https://axisrealestate.ae/,,Axis Real Estate Brokerage Dubai,+971 52 875 9269,info@axisrealestate.com,,agency,"RAG Biz HQ, Addiyar Building - Office 15 - Sheikh Zayed Rd - Al Wasl - Dubai - United Arab Emirates",real estate letting agency Dubai,4.9
google_maps,http://www.99realestate.ae/,,99 Real Estate Brokers LLC,+971 800 289,info@99realestate.ae,,agency,Shop # 5 - Marina View Tower - مرسى دبي - دبي مارينا - دبي - United Arab Emirates,real estate letting agency Dubai,4.9
google_maps,http://www.wiki-homes.com/,,Wikihomes Real Estate Brokers LLC,+971 4 512 5713,management@wiki-homes.com,,agency,"Business Bay, Al A'amal St Iris Bay Tower, 7th Floor, 701 - الخليج التجاري - دبي - United Arab Emirates",real estate letting agency Dubai,4.8
google_maps,http://www.rhdubai.ae/,,Raine & Horne Dubai,+971 4 366 3200,,,agency,Anantara Downtown Business Tower - 1904 - Marasi Dr - Business Bay - Dubai - United Arab Emirates,real estate letting agency Dubai,4.6
google_maps,https://www.artharealty.com/,,Artha Realty LLC,+971 800 27842,,,agency,"Oasis Center Office #75, Level 3 - القوز الأولى - القوز - دبي - United Arab Emirates",real estate letting agency Dubai,4.8
google_maps,https://www.pkholidays.ae/,,PK Holiday Homes | Short term rentals Dubai,+971 4 454 1140,info@pkproperties.ae,,agency,Office 304 - الثنيه الأولى - Barsha Heights - دبي - United Arab Emirates,residential property rental agency Dubai,4.8
google_maps,https://primestay.ae/,,Prime Stay Vacation Homes,+971 58 547 7463,info@primestay.ae,,agency,Concord Tower - مدينة الإعلام - Dubai Media City - Dubai - United Arab Emirates,residential property rental agency Dubai,4.6
google_maps,https://superhost.ae/,,SUPERHOST VACATION HOMES RENTAL,+971 58 539 7866,contact@superhost.ae,,agency,The Exchange Tower - Office : 2006 - 11 20th Floor - Business Bay - Dubai - United Arab Emirates,residential property rental agency Dubai,4.9
google_maps,https://homevy.com/,,LUXURY HOMEVY VACATION HOMES RENTAL L.L.C,+971 50 146 1100,chat@homevy.com,,agency,I Rise Tower - 22C - 03 Hessa St - Al Thanyah First - Barsha Heights - Dubai - United Arab Emirates,residential property rental agency Dubai,4.9
google_maps,https://www.famliving.com/,,fäm Living,+971 800 326600,,,agency,"Building 10, Suite 304 - Business Bay - Bay Square - Dubai - United Arab Emirates",residential property rental agency Dubai,4.7
google_maps,http://www.enlightenproperties.ae/,,ENLIGHTEN PROPERTIES,+971 52 416 7272,info@enlightenproperties.ae,,agency,"Office B903,Tower B, Jumeirah Village Circle - Prime Business Centre - البرشاء جنوب الرابعة - قرية جميرا الدائرية - دبي - United Arab Emirates",residential property rental agency Dubai,4.8
google_maps,http://www.propertyhome.ae/,,Property Home Real Estate L.L.C.,+971 4 333 0799,,,agency,"302, Aswar Building - شارع الشيخ زايد - الوصل - دبي - United Arab Emirates",residential property rental agency Dubai,5
google_maps,https://trps.com/,,TRPS Vacation Homes Rental Co. LLC,+971 52 253 4452,,,agency,ParkLane Tower - Business Bay - Dubai - United Arab Emirates,residential property rental agency Dubai,5
